"V1","V2","word"
-0.121640619689249,-0.00819642029011269,"drain"
-0.0681961355664263,-0.00881488949296805,"water"
-0.0501636687209825,-0.00321272964096418,"good"
-0.0740235179090102,-0.00061618921241724,"fillet"
-0.0231534802399332,-0.00185044685358578,"bacon"
-0.113665816296491,-0.000774861274171914,"cool"
-0.033044384992414,0.00526267305338804,"orange"
-0.0723434268979593,-0.00174500818134246,"steak"
-0.0694906701640887,0.00345638501436654,"sheet"
-0.0569406004539959,-0.00202761572388276,"potato"
-0.048269733589074,-0.00209830038078126,"celery"
-0.0462340837605922,-0.0051456067259371,"pot"
-0.0210825711783221,0.000443263996976555,"sprout"
-0.0146372949831821,-0.000478628415276352,"cabbage"
-0.079763574093519,-0.000128043469426676,"roast"
-0.0113961125893551,0.000779157636422194,"chicken"
-0.0735028386473572,0.00537139474110104,"foil"
-0.052848969864705,0.00216804471638069,"arugula"
-0.00161823780296551,0.00119127270476953,"rice"
-0.0591862319112478,-0.003873042728792,"set"
0.00299392187278938,-0.00139316796860387,"reduce"
-0.0957324498908501,0.0017222097843316,"hour"
-0.0394289269432656,0.00510070433258068,"dish"
-0.0625468031705296,0.000981740982278858,"half"
-0.00963293424772541,-0.000621153313114121,"vegetable"
-0.0224336376299747,0.0028383195868269,"green"
-0.123176058464863,0.00656754292884967,"cut"
-0.0750090259513112,0.00170079284853723,"leave"
-0.0269238416990442,0.00282052419987173,"spoon"
-0.00104057112287612,-0.00130167807291948,"butter"
-0.014875172768659,-0.00735152703510021,"pan"
-0.00654456611144391,-0.00172050507980813,"saucepan"
-0.00522774911606126,-0.00112306228126373,"just"
-0.0236531342095434,0.000237366270175276,"sprinkle"
-0.0125392465195625,0.00168761170964071,"chop"
-0.0185189203582638,-0.00320447346211158,"small"
-0.0467193566407246,0.00432439928792356,"use"
-0.0214248768315618,-0.00029674857533995,"fish"
-0.0172721598160789,0.00074975471963202,"pour"
-0.0322942105530047,-0.00149693254853711,"tomato"
-0.0257992344221784,-0.00631208793468364,"shrimp"
-0.00136592342687277,-0.00813762159536303,"skillet"
-0.0259165499827361,-0.000984579790948186,"mix"
-0.0331550011584762,0.00184425275812175,"tuna"
-0.0153870727700992,-0.00686264512931598,"high"
-0.0650600773945755,-0.0037342574907245,"remove"
0.0126417301834446,-0.00279279725358041,"mediumhigh"
-0.0590821892802782,-0.00121276734134962,"let"
-0.0941300802383265,0.000424072423150838,"inch"
-0.0232002704137516,-0.000298640670335159,"turn"
-0.000220310809018123,-0.00153029510184457,"simmer"
-0.0211031631458805,0.00983223484098102,"salad"
0.00501266840375605,-0.00229597999172392,"bring"
-0.0112801528746975,-0.00223268134187524,"whisk"
-0.0611125470796756,-0.000125452985905025,"place"
-0.00773667033646158,-0.00263280744343212,"brown"
0.0170221039169101,-0.00868340835250543,"large"
-0.000461289701935549,-0.00410056781585422,"olive"
0.0084701808028277,-0.00129217899674453,"bowl"
-0.0576125985667747,-0.00335666877926593,"tender"
0.00611956099894242,-0.00150571255096407,"vinegar"
-0.00790466061314348,-0.00124629823208285,"ingredient"
-0.00104912351125255,-0.00399322519624788,"tablespoon"
-0.0067869435764028,0.00548506048276795,"dress"
-0.0213501837853612,0.0082226330592475,"plate"
-0.0787298275360544,0.000437603538084477,"beet"
-0.00916525243778185,-0.00242621092363178,"cup"
0.0151884480325987,-0.00239575467301462,"season"
-0.00480165862381343,-0.00381173487420226,"boil"
-0.0543720856492429,-0.00171352030129853,"transfer"
-0.00859788702297184,0.00081763779304287,"coat"
-0.0659792802198628,0.00683423382572336,"slice"
0.020295635526676,-0.00884367920267263,"minute"
0.00334650429173695,-0.0051279345846966,"garlic"
-0.00155241049056389,-0.000329746936491561,"lemon"
0.0103720880748786,-0.00928984685605663,"medium"
-0.0182458858179115,-0.00578918320015568,"grill"
-0.022143364452742,-0.00339430802054945,"oven"
-0.0253799677254431,4.45550727535165e-05,"mixture"
0.00364605797506631,-0.00505525464199238,"onion"
-0.0075819581045091,0.0010331258738733,"toss"
0.0324478865232768,-0.00208393999711432,"teaspoon"
0.0496765983084108,-0.0129951504703864,"oil"
0.046850474783049,-0.00435592469397995,"salt"
-0.00198689920523772,0.00277416620585688,"preheat"
-0.0505327341484762,0.00128164455087118,"bake"
0.03219239876967,0.000596485175388782,"sauce"
-0.0399809355842072,-0.00084626000445951,"side"
0.00620171033135684,-0.00175879166709224,"combine"
-0.0101469755467636,0.00888859143311311,"top"
0.0891293169297847,-0.0202530484841702,"heat"
-0.0331749195257567,-0.00239456623127531,"cover"
0.0104953694259804,-0.00185395262086421,"remain"
0.00583282914199428,-0.000992985472060269,"juice"
0.0686121455407745,-0.0105652008143318,"add"
0.0521995892208488,-0.0169121058931921,"cook"
0.0436805643478244,-0.00249602857114889,"pepper"
0.071797205638244,0.00333447789495523,"serve"
0.0493378726354634,-0.00846728508753904,"stir"
